id	1_pe	2_pe	3_pe	4_pe	5_pe	6_pe	7_pe	8_pe	geneCoordinate	geneSymbol	logFC	LimmaVoom.pvalue	BH.qvalue
ENSMUSG00000048661	1856	2042	1979	1736	2017	1991	1866	1910	chr10:120923213-120979532	Lemd3	0.0338539454772842	0.658785129874899	0.898326398560238
ENSMUSG00000073198	12	14	7	16	8	26	8	17	chr12:18216355-18217957	Bnip3l-ps	0.209977024737598	0.658792508001653	0.898326398560238
ENSMUSG00000042772	4297	3861	3829	3030	3830	3933	3921	3684	chr1:152836795-152902846	Smg7	0.0441870573351629	0.658830399806096	0.898326398560238
ENSMUSG00000102740	3	0	0	0	0	0	0	2	chr1:141356589-141357477	Gm37599	-0.330629346411554	0.658844556534831	0.898326398560238
ENSMUSG00000032271	54	18	14	80	22	38	50	51	chr9:48591677-48605353	Nnmt	0.234453749439393	0.658887932776038	0.898338128316243
ENSMUSG00000092509	3	0	1	0	2	1	0	2	chr11:100349496-100351089	Gm20394	0.290949109735781	0.65903904337641	0.898422955627591
ENSMUSG00000008658	16606	16073	14911	11390	16628	12501	15764	16168	chr16:6809022-7412679	Rbfox1	0.0562702424427398	0.659055133618257	0.898422955627591
ENSMUSG00000039068	2908	2550	2734	2244	2631	2727	2665	2642	chr3:152395273-152463026	Zzz3	0.0379381146648341	0.659116628630565	0.898422955627591
ENSMUSG00000029427	1015	856	946	936	983	900	898	872	chr5:123698094-123721300	Zcchc8	-0.0375086295980815	0.659132967774328	0.898422955627591
ENSMUSG00000108085	0	1	0	0	0	0	0	0	chr6:142971552-142974018	A930014E10Rik	0.199374304505194	0.659141473545806	0.898422955627591
ENSMUSG00000098659	18	9	23	16	19	23	9	12	chr3:4797358-4815111	1110015O18Rik	-0.183537187744283	0.659219874313997	0.898422955627591
ENSMUSG00000030265	4697	4621	4626	4908	4824	4748	4373	4549	chr6:145216499-145250439	Kras	-0.0283325726853479	0.659257983283995	0.898422955627591
ENSMUSG00000038264	4773	5157	5647	5493	6113	3931	5157	5308	chr9:57939913-57963064	Sema7a	-0.0536090738999761	0.659259677350152	0.898422955627591
ENSMUSG00000081747	0	0	1	0	0	0	0	2	chr7:81445720-81446896	Rpl7a-ps9	0.23855885345233	0.659316810555667	0.898422955627591
ENSMUSG00000073761	0	2	3	1	1	7	0	1	chr4:123859479-123863365	4933427I04Rik	0.335012068967002	0.659323238485737	0.898422955627591
ENSMUSG00000020580	10372	9493	8951	7172	9630	9192	8879	9114	chr12:16894778-16988474	Rock2	0.0451159476273389	0.659342375176894	0.898422955627591
ENSMUSG00000079283	191	187	217	284	208	168	198	256	chr1:138851783-138857052	2310009B15Rik	-0.0785756495465871	0.659369015416456	0.898422955627591
ENSMUSG00000081051	26	20	20	40	23	19	24	26	chr1:95498421-95499351	Gm15427	-0.133448809550999	0.659426476894602	0.898422955627591
ENSMUSG00000033061	1316	1042	1391	2068	974	1716	1355	1348	chr1:75271999-75278615	Resp18	-0.0923040085532993	0.65952285774516	0.898422955627591
ENSMUSG00000030428	17764	18208	18563	23695	19912	19152	18482	18040	chr7:4119208-4136908	Ttyh1	-0.0405066725803676	0.659526990013225	0.898422955627591
ENSMUSG00000029330	2916	3401	3037	3065	3115	3462	2973	2556	chr5:101764930-101824058	Cds1	-0.042868846627065	0.65957582398587	0.898422955627591
ENSMUSG00000053560	207	157	239	271	185	254	193	186	chr8:84661131-84663052	Ier2	-0.0824901326980669	0.659576200412003	0.898422955627591
ENSMUSG00000040659	5803	6386	5850	7330	6308	6956	5913	5426	chr4:141857942-141875120	Efhd2	-0.043632022526618	0.659585415685538	0.898422955627591
ENSMUSG00000086540	0	0	0	1	0	0	0	0	chrX:161817534-161819787	Scml1	0.19244695221139	0.659610908081928	0.898422955627591
ENSMUSG00000108634	0	0	4	0	1	0	1	0	chr11:88253168-88257190	RP24-402O2.2	-0.266069326921023	0.659765791137974	0.898525716018303
ENSMUSG00000109392	0	2	0	2	4	1	1	0	chr7:120812165-120831393	SDR42E2	0.321042226997447	0.659780558854477	0.898525716018303
ENSMUSG00000092277	0	0	2	4	5	0	1	1	chr17:36121478-36129892	Gm19684	0.335731617908799	0.659790695705938	0.898525716018303
ENSMUSG00000082301	0	4	1	0	3	0	0	0	chr2:55291865-55293290	Gm14032	-0.333781628128725	0.659894372918271	0.898573928726769
ENSMUSG00000104379	11	0	12	0	8	10	2	1	chr1:15853131-15856699	Gm37509	0.416878006282518	0.659917824385393	0.898573928726769
ENSMUSG00000052363	0	1	1	2	0	2	0	0	chr16:32496065-32562166	Zdhhc19	-0.214698402968972	0.65993300023572	0.898573928726769
ENSMUSG00000079103	1	3	6	5	3	3	3	11	chr2:121093365-121109995	Tgm7	0.282409694148302	0.65996522891003	0.898573928726769
ENSMUSG00000030527	765	796	792	656	806	735	821	731	chr7:80586427-80689077	Crtc3	0.0415829520209674	0.660147183702926	0.89869886173621
ENSMUSG00000035199	5127	5404	5118	6372	4985	5313	5533	5562	chr6:97210489-97233515	Arl6ip5	-0.0371507196619546	0.660155011293567	0.89869886173621
ENSMUSG00000062960	542	649	611	457	551	581	596	433	chr5:75932627-75978658	Kdr	-0.0616136521428379	0.660162414828659	0.89869886173621
ENSMUSG00000028076	24	11	29	36	19	37	29	23	chr3:86995634-86999641	Cd1d1	0.172542155442572	0.660196136797623	0.89869886173621
ENSMUSG00000027981	335	303	348	238	347	347	303	275	chr3:113604867-113630349	Rnpc3	0.0641367847357535	0.660260676156125	0.898739359703743
ENSMUSG00000046897	2433	2605	2614	2281	2603	2340	2550	2201	chr15:102203448-102215806	Zfp740	-0.0361109574492637	0.660336213762219	0.89877283375848
ENSMUSG00000083364	3	6	5	4	11	3	4	5	chrX:13218010-13218802	Llph-ps2	0.209837313764678	0.660358607931661	0.89877283375848
ENSMUSG00000026398	1	3	6	1	2	5	2	3	chr1:136842371-136960648	Nr5a2	0.277279130466804	0.660409702573086	0.89877283375848
ENSMUSG00000091993	12	0	5	0	7	1	3	6	chr1:171500368-171504311	B930036N10Rik	0.366400245094648	0.660424429172301	0.89877283375848
ENSMUSG00000096950	0	1	2	1	1	2	1	1	chr1:155063247-155083466	Gm9530	0.201145109039336	0.660494927089516	0.898821425749608
ENSMUSG00000038489	586	547	614	674	543	639	579	584	chr7:141471660-141475332	Polr2l	-0.0434246023554745	0.66060012101669	0.898917225511993
ENSMUSG00000107968	0	0	4	0	3	0	0	0	chr6:65150797-65151425	Gm44419	0.304455422420414	0.660734598037461	0.899052860302315
ENSMUSG00000097159	2	0	1	1	4	0	0	1	chr12:51887815-51889659	Gm26517	0.271762279115715	0.660776192336349	0.899062103166231
ENSMUSG00000105958	0	0	0	0	0	0	0	1	chr5:48798810-48801479	Gm43319	-0.213421070027797	0.660841916259825	0.899101001982079
ENSMUSG00000107667	29	29	13	12	21	9	19	23	chr6:50775915-50815233	C530044C16Rik	-0.184791799665593	0.660890899853931	0.899101001982079
ENSMUSG00000085551	0	0	0	0	0	1	0	0	chr11:59921299-59922089	1810063I02Rik	0.205925780660232	0.660909190510168	0.899101001982079
ENSMUSG00000013846	1072	1044	856	930	914	1090	1043	730	chr15:67102675-67114192	St3gal1	-0.0581062885095843	0.660976490297816	0.899145208275171
ENSMUSG00000046056	20	17	10	25	35	17	15	15	chr7:30751271-30756334	Sbsn	0.17252858620919	0.661116667968513	0.89923905039161
ENSMUSG00000085069	946	1067	1033	1148	1080	1202	889	904	chr4:154637376-154644924	Gm13111	-0.0496328927574392	0.661128297324152	0.89923905039161
ENSMUSG00000078117	365	369	288	295	354	443	309	287	chr9:8971591-8975973	Gm16485	0.0687364457435587	0.661149900253087	0.89923905039161
ENSMUSG00000102009	0	0	0	0	0	0	0	1	chr1:89650329-89684108	4933400F21Rik	0.235195339545213	0.661350242723896	0.899329286251371
ENSMUSG00000106962	0	0	0	1	0	0	0	1	chr6:127485593-127488322	Gm43633	0.198893760053123	0.6613934898125	0.899329286251371
ENSMUSG00000093672	2	4	5	7	10	0	4	6	chr10:17790322-17800121	Gm20655	-0.360303785337459	0.661428514079943	0.899329286251371
ENSMUSG00000057835	137	150	103	147	134	127	122	123	chr17:55864692-55879130	Zfp119a	-0.0720643453316366	0.66144727377535	0.899329286251371
ENSMUSG00000090217	0	0	0	0	3	0	2	0	chr8:114591103-114595100	Gm16116	0.242759258967036	0.661486185747467	0.899329286251371
ENSMUSG00000050299	38	26	28	60	33	40	45	39	chr16:76403009-76403912	Gm9843	0.127922196732243	0.661591597388985	0.899329286251371
ENSMUSG00000033770	2	7	1	1	2	3	3	1	chr4:141384410-141398924	Clcnka	-0.239114118343017	0.661605226369809	0.899329286251371
ENSMUSG00000059708	721	691	762	499	643	835	638	659	chrX:36608114-36645595	Akap17b	0.0635170352370286	0.661638007364545	0.899329286251371
ENSMUSG00000034781	5801	5661	5500	5945	5498	5862	5943	6055	chr10:81528524-81545390	Gna11	0.0278706212597208	0.661649358760416	0.899329286251371
ENSMUSG00000024862	8487	7978	8285	7991	7547	7733	8470	8378	chr19:5107546-5118760	Klc2	-0.0285864356207642	0.661662989723493	0.899329286251371
ENSMUSG00000028134	4548	3959	3882	4475	4168	4716	4195	4180	chr3:119718542-119784666	Ptbp2	0.0350189488929961	0.661690391959812	0.899329286251371
ENSMUSG00000100632	5	7	3	3	4	12	2	7	chr1:92933326-92950790	9430060I03Rik	0.236997423304925	0.66172470439669	0.899329286251371
ENSMUSG00000039908	136	135	163	163	144	153	192	140	chr11:119355357-119381279	Slc26a11	0.0685424074715269	0.661764208752445	0.899329286251371
ENSMUSG00000029038	1735	1887	1862	2372	1665	2055	1940	1910	chr4:155704600-155734079	Ssu72	-0.0473945712677009	0.661774441121048	0.899329286251371
ENSMUSG00000020514	424	357	383	502	343	442	428	383	chr11:58171461-58179765	Mrpl22	-0.0586651499312243	0.661832441141909	0.899329286251371
ENSMUSG00000094441	190	182	239	284	200	265	152	228	chr17:33241319-33255240	Zfp955a	-0.0881199008365335	0.661870808640871	0.899329286251371
ENSMUSG00000050675	29	14	28	27	19	20	33	15	chr11:70638922-70642236	Gp1ba	-0.151197688773225	0.66189219374303	0.899329286251371
ENSMUSG00000080811	0	0	0	0	0	3	0	0	chrX:11683802-11684324	Gm14513	0.282269451847844	0.661955564795503	0.899329286251371
ENSMUSG00000022832	0	0	0	2	0	1	1	0	chr16:34649721-34678818	Ropn1	-0.233630221815203	0.662014438175299	0.899329286251371
ENSMUSG00000097340	129	113	122	78	114	137	107	106	chrX:94792903-94798437	Gm26617	0.0844801230046565	0.66204699618692	0.899329286251371
ENSMUSG00000106461	2	5	0	2	3	1	1	1	chr3:37898613-37992928	Gm20755	-0.272781843054806	0.662057747191686	0.899329286251371
ENSMUSG00000093760	2	0	0	1	0	0	1	1	chr14:18587317-18590627	Gm20678	-0.244964375623788	0.662102446800182	0.899329286251371
ENSMUSG00000042655	15	20	9	23	15	34	13	16	chr13:104845083-104864093	Fam159b	0.179788865495371	0.662163532746901	0.899329286251371
ENSMUSG00000030431	65	94	98	102	98	65	112	64	chr7:4784357-4789856	Tmem238	-0.106191165496506	0.662172493682096	0.899329286251371
ENSMUSG00000045659	501	594	517	571	522	666	498	429	chr7:116123285-116308576	Plekha7	-0.0587417011274388	0.662178651237743	0.899329286251371
ENSMUSG00000044306	0	0	2	0	0	1	3	2	chr1:170214660-170216622	4930500M09Rik	0.293244649985593	0.662225654793997	0.899329286251371
ENSMUSG00000022997	4	10	4	3	8	4	5	6	chr15:98789657-98794037	Wnt1	0.211070744293054	0.662228914944915	0.899329286251371
ENSMUSG00000096753	34	28	25	59	23	43	55	40	chr12:103310775-103317265	Fam181a	0.15451392768265	0.662229785712609	0.899329286251371
ENSMUSG00000026721	8519	8482	8178	6836	7722	8421	8115	8454	chr1:160218974-160793411	Rabgap1l	0.0357409500529344	0.662241169135814	0.899329286251371
ENSMUSG00000026576	71028	66606	68684	70324	62285	63609	71670	74073	chr1:164436909-164458555	Atp1b1	-0.0299139182850887	0.662292795828502	0.899329286251371
ENSMUSG00000086171	86	143	150	137	111	129	111	124	chr2:143535276-143548037	Pcsk2os1	-0.0864614973308067	0.662322319061179	0.899329286251371
ENSMUSG00000027650	829	772	872	743	798	803	832	862	chr2:157981603-158028633	Tti1	0.0369685010386702	0.662355669011573	0.899329286251371
ENSMUSG00000082580	0	3	0	0	0	0	1	2	chr2:3550557-3551268	Gm13182	-0.302095155119802	0.662444082712689	0.899329286251371
ENSMUSG00000077450	5048	4919	5184	5088	4752	5374	5385	5161	chr17:33742284-33760730	Rab11b	0.0290388490318647	0.662497958735979	0.899329286251371
ENSMUSG00000028116	8	12	6	3	7	2	10	4	chr3:123006006-123035215	Myoz2	-0.258656618502734	0.662601142583324	0.899329286251371
ENSMUSG00000032425	724	709	702	777	696	731	695	719	chr9:88547820-88571261	Zfp949	-0.0349799901311661	0.662661225036159	0.899329286251371
ENSMUSG00000001333	12	12	14	13	7	24	14	18	chr4:129287417-129308759	Sync	0.174641983527996	0.662730863199108	0.899329286251371
ENSMUSG00000083022	3	5	2	17	1	7	3	7	chr11:6172444-6173236	Rps15a-ps6	-0.324325957168225	0.662752746469753	0.899329286251371
ENSMUSG00000064288	6	2	17	6	3	9	5	4	chr13:21749994-21750705	Hist1h4k	-0.282962970247469	0.662780992466711	0.899329286251371
ENSMUSG00000081608	0	5	0	0	2	0	0	3	chr10:39752059-39753068	Gm16210	0.369968624529342	0.662808944916492	0.899329286251371
ENSMUSG00000067049	0	0	0	0	0	0	0	1	chr17:13108417-13131991	Unc93a	-0.22250736025363	0.66281502488486	0.899329286251371
ENSMUSG00000086124	0	3	0	3	1	0	3	2	chr14:45666423-45668698	A530076I17Rik	-0.313795267444648	0.662889400897311	0.899329286251371
ENSMUSG00000099632	30	37	56	31	26	51	34	28	chr2:163419595-163420561	2900093K20Rik	-0.130725423734825	0.662892139275977	0.899329286251371
ENSMUSG00000075268	19	18	28	36	23	14	26	27	chr19:16266861-16267821	Gm10819	-0.142639036082461	0.662979713726515	0.899329286251371
ENSMUSG00000104736	6	10	3	5	4	2	13	6	chr5:97142826-97150048	Gm43146	-0.253583769721595	0.663145044127154	0.899329286251371
ENSMUSG00000091968	17	11	12	6	13	10	12	13	chr17:32788194-32789791	Gm17115	0.164706223198319	0.663157710948609	0.899329286251371
ENSMUSG00000074281	47	46	43	42	48	46	44	50	chr3:108379077-108383941	Gm12522	0.0854849203158985	0.66317717928111	0.899329286251371
ENSMUSG00000100120	0	0	1	0	0	0	0	2	chr1:52522702-52582879	Gm553	0.240902017626369	0.663279174770007	0.899329286251371
ENSMUSG00000037005	14	19	17	14	14	16	18	12	chrX:48108525-48137181	Xpnpep2	-0.130966840787723	0.66327976912752	0.899329286251371
ENSMUSG00000024943	959	883	956	717	942	858	797	787	chr19:23206241-23274097	Smc5	-0.048766929942616	0.663308397590178	0.899329286251371
ENSMUSG00000023930	0	0	0	0	0	0	0	1	chr17:40764534-40807203	Crisp2	0.205158680985038	0.663373634521267	0.899329286251371
ENSMUSG00000085088	0	1	4	0	2	3	1	0	chr11:75589465-75594971	4931413K12Rik	0.313580876680821	0.663382324871373	0.899329286251371
ENSMUSG00000059383	0	0	0	1	0	0	0	0	chr9:76163902-76213857	Gfral	0.187719404448229	0.663407227546868	0.899329286251371
ENSMUSG00000029865	0	0	2	0	0	0	0	0	chr6:41951430-41956298	Sval1	-0.233797357103457	0.663501006342023	0.899329286251371
ENSMUSG00000036285	783	774	747	855	750	860	792	841	chr5:77293982-77310284	Noa1	0.0375224230741723	0.663502184035095	0.899329286251371
ENSMUSG00000020740	2533	2077	2067	1810	2026	2242	2284	2145	chr11:115584055-115604251	Gga3	0.0441572507483739	0.663517760710147	0.899329286251371
ENSMUSG00000003948	19059	16017	16391	18091	16581	15791	19160	20184	chr11:90187484-90278789	Mmd	0.0404309562390274	0.663519022371489	0.899329286251371
ENSMUSG00000091264	9830	9883	9331	9747	9291	11205	9541	9705	chr13:41249660-41276774	Smim13	0.0313743012357928	0.663531707726531	0.899329286251371
ENSMUSG00000049562	122	184	171	131	170	130	143	129	chr19:5567874-5571461	Ap5b1	-0.0779908112546464	0.663604712413783	0.899329286251371
ENSMUSG00000055541	342	339	324	447	454	338	298	304	chr7:4003202-4063404	Lair1	-0.0697746841029084	0.663612763012229	0.899329286251371
ENSMUSG00000059033	1	0	0	2	0	1	0	1	chr12:55395507-55396429	Rpl18a-ps1	-0.22058041201243	0.663620997780925	0.899329286251371
ENSMUSG00000050668	991	1040	1103	1248	895	1199	1073	1080	chr17:78835316-78848499	Gpatch11	-0.0476112341226259	0.663626920270489	0.899329286251371
ENSMUSG00000097749	1	0	2	1	1	0	1	1	chr7:98176994-98179601	Gm16938	-0.253813900771322	0.66363517591897	0.899329286251371
ENSMUSG00000024207	0	1	1	5	1	6	1	0	chr17:56842903-56874647	Acsbg2	-0.327977325632638	0.663647496055265	0.899329286251371
ENSMUSG00000096140	14	15	29	13	21	11	17	11	chr17:43533974-43543839	Ankrd66	-0.166613437701201	0.663716732320073	0.899329286251371
ENSMUSG00000040866	3	7	2	3	5	7	2	4	chr7:19054490-19074647	Rsph6a	0.227216661411315	0.663739539081367	0.899329286251371
ENSMUSG00000052299	2778	2722	2840	2125	2616	2616	2811	2665	chr16:87376451-87432806	Ltn1	0.042070423490685	0.663804881778714	0.899329286251371
ENSMUSG00000024869	145	155	160	213	148	202	135	154	chr19:4000380-4006016	Nudt8	-0.0778881267019901	0.663820321858821	0.899329286251371
ENSMUSG00000067916	57	47	77	48	54	53	41	64	chr4:147131838-147180779	Gm13139	-0.104186958553281	0.663858229166108	0.899329286251371
ENSMUSG00000091842	0	1	0	0	1	0	0	0	chr18:35770118-35770868	Gm16490	-0.244573975496752	0.663895758170043	0.899329286251371
ENSMUSG00000086052	0	0	0	1	0	0	0	0	chr4:6687969-6704360	Gm11802	-0.200451867718085	0.663898943265608	0.899329286251371
ENSMUSG00000026826	2161	2393	2053	2364	2048	2970	1941	1794	chr2:57106630-57124203	Nr4a2	-0.0613924786799141	0.663919060112942	0.899329286251371
ENSMUSG00000057818	67	74	81	94	61	98	87	95	chr9:58202697-58209008	1600029O15Rik	0.0919797487342893	0.663945970456408	0.899329286251371
ENSMUSG00000087487	0	0	1	0	0	1	0	0	chr5:36873395-36877079	Ppp2r2cos	-0.203780207297396	0.663947618266826	0.899329286251371
ENSMUSG00000096225	3	0	0	0	0	3	1	0	chr3:154306094-154330859	Lhx8	0.289905585459722	0.663953502737379	0.899329286251371
ENSMUSG00000082724	0	0	1	0	0	0	0	0	chr2:177138460-177142531	Gm14416	-0.205788184044149	0.663955338046033	0.899329286251371
ENSMUSG00000084340	0	0	1	0	0	0	0	0	chrX:85790673-85791439	Gm14766	-0.193282514045407	0.663991251981458	0.899329286251371
ENSMUSG00000097648	5	11	5	1	7	6	5	0	chr1:113891185-113964334	9330185C12Rik	-0.392824663221199	0.664028562878648	0.899329286251371
ENSMUSG00000048013	0	0	0	0	0	0	0	1	chr11:100091993-100096441	Krt35	-0.212656078298583	0.664030359436955	0.899329286251371
ENSMUSG00000045362	0	1	0	0	1	0	1	0	chr7:143607459-143628922	Tnfrsf26	0.214608176183787	0.664037161903077	0.899329286251371
ENSMUSG00000043583	6	3	1	8	2	10	2	5	chr2:170579218-170602217	4930470P17Rik	0.298194411204064	0.664075695770481	0.899329286251371
ENSMUSG00000100799	1	0	0	0	0	0	0	0	chr3:45416384-45439510	1700027H10Rik	-0.189994363322021	0.664077500112683	0.899329286251371
ENSMUSG00000061669	1	0	0	0	0	0	1	0	chr13:116153581-116154334	Rpl34-ps2	-0.249455583606523	0.664105628002532	0.899329286251371
ENSMUSG00000034825	10371	9702	10641	9990	8806	8799	10370	11845	chr7:109757855-109782225	Nrip3	-0.0421710699146132	0.664289117808375	0.899446047795798
ENSMUSG00000006676	4769	4832	4371	3785	4602	4246	4738	4574	chr9:108490402-108502537	Usp19	0.037972864770236	0.664304512653648	0.899446047795798
ENSMUSG00000059455	0	0	1	0	0	0	0	1	chr18:42178475-42196909	Plac8l1	0.198606525868464	0.664322138261594	0.899446047795798
ENSMUSG00000003518	5169	6119	5535	5921	6018	5688	5221	5278	chr11:101970943-101987213	Dusp3	-0.0340221784969866	0.664341510112592	0.899446047795798
ENSMUSG00000063902	439	473	463	470	447	455	504	492	chr7:83755704-83757481	Gm7964	0.0399557017398115	0.664369508451848	0.899446047795798
ENSMUSG00000033152	3470	3703	4011	4126	3597	3547	3787	4007	chr6:88842358-88875244	Podxl2	-0.0340992733581354	0.664400748242131	0.899446047795798
ENSMUSG00000027793	20	21	11	36	35	15	20	25	chr3:55045269-55055701	Ccna1	0.173902502752395	0.664447613609809	0.899462358520007
ENSMUSG00000040447	3248	3162	3022	2852	3383	2598	3107	2909	chr11:72451438-72490104	Spns2	-0.0391266933000264	0.664542052242639	0.899543064062684
ENSMUSG00000081309	2	0	0	1	0	0	1	1	chr4:40912541-40913555	Gm12397	0.200076552727597	0.664607698409375	0.899567435458485
ENSMUSG00000084064	0	0	0	0	0	0	1	0	chr11:27882912-27883555	Gm12079	0.234724146309604	0.664629698869555	0.899567435458485
ENSMUSG00000055061	8	7	0	1	4	0	2	3	chr5:35581027-35588963	4931431C16Rik	-0.386404714650376	0.664693072275599	0.899606078644584
ENSMUSG00000032925	531	445	489	464	461	439	562	540	chr14:123659771-123975818	Itgbl1	0.0491764705959314	0.664772856373632	0.899666927107571
ENSMUSG00000024842	0	0	0	0	0	0	2	0	chr19:4135225-4139809	Cabp4	0.255504753348605	0.664863114977403	0.899708149612459
ENSMUSG00000024212	3186	2638	2922	3095	3017	3016	2984	3065	chr17:56892412-56935588	Mllt1	0.0326773808437436	0.664875907791907	0.899708149612459
ENSMUSG00000038300	1	0	0	0	0	0	0	0	chr7:45180795-45182038	Pth2	-0.204552664407553	0.664907795633703	0.899708149612459
ENSMUSG00000001870	246	270	238	223	275	234	263	241	chr17:75005368-75392712	Ltbp1	0.0514935097839052	0.665083977255097	0.899755895392355
ENSMUSG00000087479	58	97	73	69	66	59	64	88	chr14:119098765-119115274	Gm16835	-0.0961896648314991	0.66508522611621	0.899755895392355
ENSMUSG00000043913	25	56	48	49	29	48	47	35	chr5:116124441-116289185	Ccdc60	-0.132708984019048	0.665126993180323	0.899755895392355
ENSMUSG00000020109	1669	1671	1781	1660	1646	1665	1810	1813	chr10:59879356-59899502	Dnajb12	0.0313565631076022	0.665128301255751	0.899755895392355
ENSMUSG00000055795	0	0	0	2	0	0	0	3	chr18:14424668-14425511	Gm5160	0.286001120358208	0.665151551795047	0.899755895392355
ENSMUSG00000019836	1	0	0	0	0	0	0	1	chr4:51252825-51254227	Amd-ps4	-0.215812181796123	0.665152051180739	0.899755895392355
ENSMUSG00000058975	7108	6821	7882	4967	6838	6460	7202	6916	chr7:46396297-46438575	Kcnc1	0.0533569394948169	0.665234142151656	0.899806778906662
ENSMUSG00000021258	677	687	707	668	700	746	725	642	chr12:108179538-108203559	Ccnk	0.0365218534738331	0.665285847601508	0.899806778906662
ENSMUSG00000104662	11	5	11	13	9	17	8	3	chr5:144223525-144225720	Gm43267	-0.231366106386914	0.665294158237058	0.899806778906662
ENSMUSG00000028757	3476	3319	3443	3992	3200	3542	3616	3516	chr4:138304530-138312828	Ddost	-0.0343581578105639	0.665443458494023	0.89996159076194
ENSMUSG00000024030	2452	2513	2492	2055	2622	2204	2490	2440	chr17:31057498-31115977	Abcg1	0.0386421405690533	0.665627567155002	0.900163459659861
ENSMUSG00000107859	4	14	18	18	20	9	10	5	chr4:22490348-22493326	Gm30731	-0.236888154663529	0.665708701427255	0.900226056986584
ENSMUSG00000034042	1343	1258	1273	1221	1373	1248	1208	1152	chr4:116557458-116594082	Gpbp1l1	-0.0349448834204621	0.665822468698862	0.900257239769303
ENSMUSG00000063895	1704	1446	1613	1850	1444	1734	1581	1657	chr14:60219004-60251707	Nupl1	-0.0411979092537682	0.665860599521959	0.900257239769303
ENSMUSG00000032470	8994	8419	7677	8925	8721	9265	8427	8310	chr9:99385220-99437581	Mras	0.0312741707972126	0.665897977907018	0.900257239769303
ENSMUSG00000024660	421	376	337	341	341	374	377	331	chr19:9872097-9899733	Incenp	-0.0486981685828817	0.66590552211328	0.900257239769303
ENSMUSG00000036111	1209	932	1015	1040	1239	789	1126	1296	chr7:109138372-109175407	Lmo1	0.0654167194219872	0.665910204837811	0.900257239769303
ENSMUSG00000031772	1119	1089	1066	933	767	1184	1071	1066	chr8:112569843-112882917	Cntnap4	-0.056472547473664	0.665947455974345	0.900257239769303
ENSMUSG00000099398	1	0	2	3	3	0	0	1	chr19:11301049-11314654	Ms4a14	-0.296153304261579	0.665975695178105	0.900257239769303
ENSMUSG00000022095	1828	1641	1748	1352	1577	1630	1848	1688	chr14:70583096-70600035	Fam160b2	0.0445677323490034	0.666131574405312	0.900417115595669
ENSMUSG00000035305	254	282	292	210	240	219	277	255	chr4:100095591-100444965	Ror1	-0.060877669053356	0.666178106141416	0.900417115595669
ENSMUSG00000108761	3	9	2	7	0	10	5	5	chr7:4412238-4413100	Atp6v0c-ps1	-0.327561163344662	0.666216626244305	0.900417115595669
ENSMUSG00000086607	0	25	15	3	2	8	7	0	chr18:57373255-57552597	4930511M06Rik	-0.487866954225519	0.666271710004478	0.900417115595669
ENSMUSG00000003848	1079	877	984	1015	913	951	996	986	chr8:107412286-107425251	Nob1	-0.0376479282600621	0.666320723377277	0.900417115595669
ENSMUSG00000052180	3	4	4	3	4	2	3	3	chr13:33879616-33905908	Serpinb6c	-0.1835434924137	0.666334392121192	0.900417115595669
ENSMUSG00000106177	0	0	0	0	0	0	1	0	chr5:16343198-16344381	Gm43491	0.210940298401694	0.666337942864365	0.900417115595669
ENSMUSG00000049576	3	1	1	0	1	0	0	1	chr10:52542120-52545939	Zfa-ps	-0.260940875300587	0.666435504365087	0.900501847364802
ENSMUSG00000039114	9456	9355	9720	9385	9348	8885	9677	9365	chr13:36725425-36734677	Nrn1	-0.0251756185417203	0.666484583834081	0.900521063743182
ENSMUSG00000025920	5852	5670	5798	5773	5331	6107	5564	5674	chr1:16228474-16520312	Stau2	-0.0279474375784355	0.666550831395873	0.900541127833677
ENSMUSG00000002767	843	1011	891	1259	857	995	983	981	chr17:46646029-46650339	Mrpl2	-0.0540187142050099	0.666583717560904	0.900541127833677
ENSMUSG00000060566	0	0	0	0	0	0	0	1	chr12:59093855-59094737	Rpl21-ps3	0.197170450648236	0.666615463204861	0.900541127833677
ENSMUSG00000105746	1	0	0	0	0	0	0	0	chr3:90468698-90471159	Gm43595	-0.225234796319704	0.666638868494667	0.900541127833677
ENSMUSG00000063623	52	71	41	64	64	66	51	33	chr7:29953421-29965911	C230062I16Rik	-0.121944411588908	0.666677900850676	0.900546765520333
ENSMUSG00000109317	2	4	7	1	1	0	3	6	chr7:48796102-48799609	RP24-89J20.1	-0.307523172148949	0.666756333913637	0.900605622206677
ENSMUSG00000021125	74	103	79	94	91	69	94	77	chr12:79130577-79156501	Arg2	-0.0817408002725301	0.666876935342376	0.900678838214737
ENSMUSG00000059327	285	266	255	317	259	297	263	263	chrX:99975406-100400962	Eda	-0.0505966739385783	0.666903235665862	0.900678838214737
ENSMUSG00000051149	78	61	102	73	62	84	95	92	chr2:168180786-168207312	Adnp	0.0960035371245699	0.666916124215848	0.900678838214737
ENSMUSG00000040265	4520	4187	4990	3457	4111	4804	4428	4247	chr1:161982253-162478234	Dnm3	0.0465606430525394	0.667021124428721	0.900678838214737
ENSMUSG00000021115	416	377	473	496	462	380	529	462	chr12:106010063-106077610	Vrk1	0.0564977738073335	0.667024437765699	0.900678838214737
ENSMUSG00000030470	0	0	2	0	0	0	0	0	chr7:48830198-48848233	Csrp3	-0.22603195542186	0.667027947017523	0.900678838214737
